Record_ID,MunicipalityName,PRNAME,PRUID,CSDNAME,CSDUID,ERNAME,ERUID,CMANAME,CMAUID,FacilityType,MainCommodities,Additonal Information,Longitude,Latitude,Comments,Sourceofdataentry
1200107,"Strait of Canso Port
(Formerly Port Hawkesbury)",Nova Scotia / Nouvelle-Écosse,12,Mulgrave,1213008,North Shore / Côte-nord,1220,,,Commercial/Leisure,"Crude oil, petroleum products,
stone aggregate, gypsum, forestry products, salt and coal","http://www.straitsuperport.com/
https://shipnext.com/port/canso-cacah-can",-61.38860169,45.6069253,,Internal Transport Canada Research
1200108,Sydney,Nova Scotia / Nouvelle-Écosse,12,Cape Breton,1217030,Cape Breton,1210,Cape Breton,225,Commercial/Leisure,N/A,https://www.sydneyport.ca/,-60.20033174,46.14252245,,Internal Transport Canada Research
1200109,Weymouth,Nova Scotia / Nouvelle-Écosse,12,Digby,1203004,Southern / Sud,1240,,,Commercial,"Lumber, pulpwood",https://shipnext.com/port/weymouth-cawey-can,-66.00345711,44.43717941,,Internal Transport Canada Research
1200110,Yarmouth,Nova Scotia / Nouvelle-Écosse,12,Yarmouth,1202006,Southern / Sud,1240,,,Commercial/Leisure,"Lumber, pulpwood, oil, fish","http://www.portofyarmouth.ca/general-info.html
https://shipnext.com/port/yarmouth-cayrh-can",-66.12345511,43.83312696,,Internal Transport Canada Research
1300001,Alma,New Brunswick / Nouveau-Brunswick,13,Alma,1306007,Moncton--Richibucto,1320,,,,,,-64.93094809,45.598635,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1300002,Bathurst,New Brunswick / Nouveau-Brunswick,13,Bathurst,1315011,Campbellton--Miramichi,1310,Bathurst,328,Commercial,"Industrial chemical products, timber, iron",https://shipnext.com/port/bathurst-cabat-can,-65.63943207,47.6381729,,Internal Transport Canada Research
1300003,Bayside,New Brunswick / Nouveau-Brunswick,13,Saint Croix,1302028,Saint John--St. Stephen,1330,,,Commercial,"Aggregates, lumber, paper products, frozen fish","https://www.portofbayside.com/about.php
https://impacports.com/members/",-67.13919739,45.15873245,,Internal Transport Canada Research
1300004,Beaver Harbour,New Brunswick / Nouveau-Brunswick,13,Pennfield,1302011,Saint John--St. Stephen,1330,,,Commercial,"Break bulk, frozen fish",https://shipnext.com/port/beaver-harbour-cabeh-can,-66.74176298,45.06870053,,Internal Transport Canada Research
1300005,Belledune,New Brunswick / Nouveau-Brunswick,13,Durham,1314001,Campbellton--Miramichi,1310,,,Commercial,"Bulk cargo, ore, coal, forest products",https://www.portofbelledune.ca/,-65.84404558,47.90887332,,Internal Transport Canada Research
1300006,Blacks Harbour,New Brunswick / Nouveau-Brunswick,13,Blacks Harbour,1302012,Saint John--St. Stephen,1330,,,Commercial/Leisure,N/A,"https://www.marinetraffic.com/en/ais/details/ports/21465/Canada_port:BLACKS%20HARBOUR
",-66.80721202,45.04652051,,Internal Transport Canada Research
1300007,Buctouche,New Brunswick / Nouveau-Brunswick,13,Wellington,1308004,Moncton--Richibucto,1320,,,,,,-64.7144182,46.47566059,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1300008,Buctouche Harbour,New Brunswick / Nouveau-Brunswick,13,Wellington,1308004,Moncton--Richibucto,1320,,,Commercial,Timber products,https://shipnext.com/port/buctouche-harbour-can,-64.71266556,46.47569319,,Internal Transport Canada Research
1300009,Cambridge-Narrows,New Brunswick / Nouveau-Brunswick,13,Elgin,1306008,Moncton--Richibucto,1320,Moncton,305,,,,-65.117,45.82925,,Appendix B of 1995 National Marine Policy Report
1300010,Campbellton,New Brunswick / Nouveau-Brunswick,13,Campbellton,1314014,Campbellton--Miramichi,1310,Campbellton (New Brunswick part / partie du Nouveau-Brunswick),330,,,,-66.67703981,48.00914638,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1300011,Campobello,New Brunswick / Nouveau-Brunswick,13,Campobello Island,1302004,Saint John--St. Stephen,1330,,,,,,-66.95806315,44.89359742,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1300012,Cape Bald,New Brunswick / Nouveau-Brunswick,13,Botsford,1307004,Moncton--Richibucto,1320,,,,,,-64.26133019,46.23518868,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1300013,Cape Tormentine,New Brunswick / Nouveau-Brunswick,13,Botsford,1307004,Moncton--Richibucto,1320,,,Leisure,N/A,https://shipnext.com/port/cape-tormentine-cacto-can,-63.77675246,46.13513446,,Internal Transport Canada Research
1300014,Caraquet,New Brunswick / Nouveau-Brunswick,13,Caraquet,1315028,Campbellton--Miramichi,1310,,,Commercial,"Fish, pulpwood, oil ",https://shipnext.com/port/caraquet-cacaq-can,-64.929941,47.79539519,,Internal Transport Canada Research
1300015,Cocagne,New Brunswick / Nouveau-Brunswick,13,Cocagne,1308002,Moncton--Richibucto,1320,,,,,,-64.62356093,46.33349904,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1300016,Dalhousie,New Brunswick / Nouveau-Brunswick,13,Dalhousie,1314017,Campbellton--Miramichi,1310,,,Commercial,"Salt, forestry products, coal/coke, aggregates",http://portofdalhousie.com/,-66.37184462,48.06985245,,Internal Transport Canada Research
1300017,Dipper Harbour West,New Brunswick / Nouveau-Brunswick,13,Musquash,1301016,Saint John--St. Stephen,1330,Saint John,310,,,,-66.41757625,45.09457132,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1300018,Dorchester,New Brunswick / Nouveau-Brunswick,13,Dorchester,1307011,Moncton--Richibucto,1320,Moncton,305,,,,-64.54538822,45.86973154,"Name change to Dorchester Cape
Slab of land appears to form a port to the adjacent river
Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report",Appendix D of 1995 National Marine Policy Report
1300019,Fairhaven,New Brunswick / Nouveau-Brunswick,13,West Isles,1302006,Saint John--St. Stephen,1330,,,,,,-67.00840375,44.96404535,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1300020,Fredericton,New Brunswick / Nouveau-Brunswick,13,Saint Marys,1310031,Fredericton--Oromocto,1340,Fredericton,320,,,,-66.5815606,45.91599262,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1300021,Grand Manan,New Brunswick / Nouveau-Brunswick,13,Grand Manan,1302052,Saint John--St. Stephen,1330,,,,,,-66.74726562,44.76061181,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1300022,Gull Rock,New Brunswick / Nouveau-Brunswick,13,Grand Manan,1302001,Saint John--St. Stephen,1330,,,,,,-66.69145643,44.63042734,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1300023,Harbour de Lute,New Brunswick / Nouveau-Brunswick,13,Campobello Island,1302004,Saint John--St. Stephen,1330,,,,,,-66.94100102,44.91575422,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1300024,Heron Channel,New Brunswick / Nouveau-Brunswick,13,Colborne,1314003,Campbellton--Miramichi,1310,,,,,,-66.18902333,47.97481089,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1300025,Ingalls Head,New Brunswick / Nouveau-Brunswick,13,Grand Manan,1302052,Saint John--St. Stephen,1330,,,Commercial/Leisure,N/A,http://gmharbourauthority.ca/theharbours.html,-66.75710986,44.66237719,,Internal Transport Canada Research
1300026,Letete & Back Bay & Letang,New Brunswick / Nouveau-Brunswick,13,Saint George,1302016,Saint John--St. Stephen,1330,,,,,,-66.86305952,45.05574855,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1300027,Little Shippegan & Miscou Gully,New Brunswick / Nouveau-Brunswick,13,Shippagan,1315029,Campbellton--Miramichi,1310,,,,,,-64.70329977,47.74723592,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1300028,Lord's Cove,New Brunswick / Nouveau-Brunswick,13,West Isles,1302006,Saint John--St. Stephen,1330,,,Leisure,N/A,https://shipnext.com/port/lord-s-cove-can,-66.94680743,45.00626687,,Internal Transport Canada Research
1300029,Millbank (Formerly Miramichi),New Brunswick / Nouveau-Brunswick,13,Hardwicke,1309001,Campbellton--Miramichi,1310,,,,,,-65.10163889,47.06077778,,Appendix B of 1995 National Marine Policy Report
1300030,Moneton,New Brunswick / Nouveau-Brunswick,13,Shediac,1307016,Moncton--Richibucto,1320,,,,,,-64.52869057,46.24114554,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1300031,Musquash,New Brunswick / Nouveau-Brunswick,13,Musquash,1301016,Saint John--St. Stephen,1330,Saint John,310,,,,-66.3516024,45.12244101,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1300032,Newcastle,New Brunswick / Nouveau-Brunswick,13,Miramichi,1309050,Campbellton--Miramichi,1310,Miramichi,329,Commercial/Leisure,"Oil, cement, wood products, general cargo ",https://shipnext.com/port/newcastle-canct-can,-65.55759554,46.97371664,,Internal Transport Canada Research
1300033,North Head,New Brunswick / Nouveau-Brunswick,13,Grand Manan,1302052,Saint John--St. Stephen,1330,,,Commercial/Leisure,N/A,http://gmharbourauthority.ca/theharbours.html,-66.74969502,44.76243935,,Internal Transport Canada Research
1300034,Pointe-du-Chene,New Brunswick / Nouveau-Brunswick,13,Shediac,1307016,Moncton--Richibucto,1320,,,Commercial/Leisure,N/A,http://www.pointeduchene.com/services.html,-64.52930688,46.24048878,,Internal Transport Canada Research
1300035,Pokemouche,New Brunswick / Nouveau-Brunswick,13,Inkerman,1315024,Campbellton--Miramichi,1310,,,,,,-64.88058218,47.66716962,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1300036,Port Elgin,New Brunswick / Nouveau-Brunswick,13,Port Elgin,1307002,Moncton--Richibucto,1320,,,,,,-64.08207102,46.0516266,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1300037,Richibucto,New Brunswick / Nouveau-Brunswick,13,Richibucto,1308018,Moncton--Richibucto,1320,,,Commercial/Leisure,"Lumber, pulpwood, fish","https://www.richibucto.org/port-authority
https://shipnext.com/port/richibucto-carbt-can",-64.86196581,46.68018881,,Internal Transport Canada Research
1300038,Seal Cove,New Brunswick / Nouveau-Brunswick,13,Grand Manan,1302052,Saint John--St. Stephen,1330,,,Commercial/Leisure,N/A,http://gmharbourauthority.ca/theharbours.html,-66.83950878,44.64883873,,Internal Transport Canada Research
1300039,Shernogue,New Brunswick / Nouveau-Brunswick,13,Beaubassin East / Beaubassin-est,1307005,Moncton--Richibucto,1320,,,,,,-64.16401594,46.17340138,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1300040,Shippagan,New Brunswick / Nouveau-Brunswick,13,Shippagan,1315031,Campbellton--Miramichi,1310,,,Commercial/Leisure,"Fish, peat","http://www.administrationportuairedeshippagan.com/
https://shipnext.com/port/shippegan-cashp-can
https://www.shippagan.ca/affaires/installation-portuaire/",-64.70482542,47.7467781,,Internal Transport Canada Research
1300041,St. George,New Brunswick / Nouveau-Brunswick,13,Saint George,1302016,Saint John--St. Stephen,1330,,,,,,-66.89562094,45.05162879,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1300042,St. Martins,New Brunswick / Nouveau-Brunswick,13,St. Martins,1301002,Saint John--St. Stephen,1330,Saint John,310,,,,-65.53757987,45.35299767,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1300043,St. Stephen (The Ledge),New Brunswick / Nouveau-Brunswick,13,St. Stephen,1302037,Saint John--St. Stephen,1330,,,,,,-67.28312019,45.1921763,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1300044,Tracadie,New Brunswick / Nouveau-Brunswick,13,Tracadie,1315002,Campbellton--Miramichi,1310,,,,,,-64.90825513,47.52331126,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1300045,West Isles,New Brunswick / Nouveau-Brunswick,13,West Isles,1302006,Saint John--St. Stephen,1330,,,,,,-66.93872824,45.0247501,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1300046,Whale Cove ,New Brunswick / Nouveau-Brunswick,13,Grand Manan,1302052,Saint John--St. Stephen,1330,,,Commercial/Leisure,N/A,http://gmharbourauthority.ca/theharbours.html,-66.75904983,44.77219652,,Internal Transport Canada Research
1300047,Woodwards Cove,New Brunswick / Nouveau-Brunswick,13,Grand Manan,1302052,Saint John--St. Stephen,1330,,,Commercial/Leisure,N/A,http://gmharbourauthority.ca/theharbours.html,-66.74107444,44.70288464,,Internal Transport Canada Research
2400001,Anse-aux-Gascons,Quebec / Québec,24,Port-Daniel--Gascons,2402047,Gaspésie--Îles-de-la-Madeleine,2410,,,,,,-64.8619288,48.19093436,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
2400002,Baie-Comeau,Quebec / Québec,24,Baie-Comeau,2496020,Côte-Nord,2480,Baie-Comeau,406,Commercial/Leisure,"Agricultural products, forestry products, refined oil,
chemical products, aluminium","https://shipnext.com/port/baie-comeau-cabco-can
http://www.hsmaritime.com/ports/baie-comeau/",-68.13044444,49.23255556,,Internal Transport Canada Research
2400003,Baie-Johan-Beetz,Quebec / Québec,24,Baie-Johan-Beetz,2498035,Côte-Nord,2480,,,,,,-62.81043254,50.28389532,,Appendix C of 1995 National Marine Policy Report
2400004,Batiscan,Quebec / Québec,24,Parisville,2438055,Centre-du-Québec,2433,,,,,,-72.06819444,46.49986111,,Appendix B of 1995 National Marine Policy Report
2400005,Beauharnois,Quebec / Québec,24,Beauharnois,2470022,Montérégie,2435,Montréal,462,Leisure,N/A,https://ville.beauharnois.qc.ca/marina-de-beauharnois/,-73.87755556,45.31808333,,Internal Transport Canada Research
2400006,Bécancour,Quebec / Québec,24,Bécancour,2438010,Centre-du-Québec,2433,Trois-Rivières,442,Commercial,Liquid bulk,http://www.spipb.com/,-72.37747222,46.40305556,,Internal Transport Canada Research
2400007,Bonaventure,Quebec / Québec,24,Bonaventure,2405045,Gaspésie--Îles-de-la-Madeleine,2410,,,,,,-65.48201713,48.03863085,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
2400008,Cap-a-l'Aigle,Quebec / Québec,24,La Malbaie,2415013,Capitale-Nationale,2420,,,,,,-70.08497222,47.66302778,,Appendix B of 1995 National Marine Policy Report
2400009,Cap-aux-Meules,Quebec / Québec,24,Les Îles-de-la-Madeleine,2401023,Gaspésie--Îles-de-la-Madeleine,2410,,,Commercial/Leisure,"Oil, bulk dry cargo, fish/fishing products",http://www.hsmaritime.com/ports/cap-aux-meules/,-61.85708333,47.37672222,,Internal Transport Canada Research
2400010,Cape Cove,Quebec / Québec,24,Percé,2402005,Gaspésie--Îles-de-la-Madeleine,2410,,,,,,-64.32884438,48.43579196,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
2400011,Carleton (Carleton-sur-mer),Quebec / Québec,24,Carleton-sur-Mer,2406013,Gaspésie--Îles-de-la-Madeleine,2410,,,Commercial/Leisure,"Wood, salt",http://calypsomarineagency.com/carleton.htm,-66.13105556,48.09986111,,Internal Transport Canada Research
2400012,Chandler,Quebec / Québec,24,Chandler,2402028,Gaspésie--Îles-de-la-Madeleine,2410,,,Commercial/Leisure,"Salt, wood pulp, newsprint, petroleum","http://www.hsmaritime.com/ports/chandler/
https://shipnext.com/port/chandler-cachr-can",-64.67002778,48.34447222,,Internal Transport Canada Research
2400013,Chicoutimi,Quebec / Québec,24,Saguenay,2494068,Saguenay--Lac-Saint-Jean,2475,Saguenay,408,Commercial/Leisure,N/A,https://zoneportuaire.com/la-zone-portuaire,-70.86786111,48.33433333,,Internal Transport Canada Research
2400014,Gaspe,Quebec / Québec,24,Gaspé,2403005,Gaspésie--Îles-de-la-Madeleine,2410,,,Commercial/Leisure,"Petroleum, aggregates, wind turbines","http://calypsomarineagency.com/gaspe.htm
http://www.hsmaritime.com/ports/gaspe/",-64.47419444,48.82755556,,Internal Transport Canada Research
2400015,Godbout,Quebec / Québec,24,Godbout,2496010,Côte-Nord,2480,,,Commercial/Leisure,N/A,https://tourismecote-nord.com/membres/municipalites/godbout/,-67.59122222,49.323,,Internal Transport Canada Research
2400016,Grand Métis,Quebec / Québec,24,Sainte-Flavie,2409085,Bas-Saint-Laurent,2415,,,,,,-68.16421342,48.64222027,"Name Change to Grand Métis
Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report",Appendix D of 1995 National Marine Policy Report
2400017,Grande-Entrée,Quebec / Québec,24,Les Îles-de-la-Madeleine,2401023,Gaspésie--Îles-de-la-Madeleine,2410,,,,,,-61.55890408,47.55665369,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
2400018,Grande-Rivière,Quebec / Québec,24,Grande-Rivière,2402015,Gaspésie--Îles-de-la-Madeleine,2410,,,,,,-64.49441231,48.39391451,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
2400019,Gros Cacouna ,Quebec / Québec,24,Cacouna,2412057,Bas-Saint-Laurent,2415,Rivière-du-Loup,405,Commercial,"Lumber, paper products",http://www.hsmaritime.com/ports/gros-cacouna/,-69.51833333,47.92947222,,Internal Transport Canada Research
2400020,Harrington Harbour,Quebec / Québec,24,Côte-Nord-du-Golfe-du-Saint-Laurent,2498015,Côte-Nord,2480,,,,,,-59.475694,50.49634794,Remote Port as per Appendix C of 1995 National Marine Policy Report,Appendix C of 1995 National Marine Policy Report
2400021,"Havre Polyvalent de 
Sainte-Anne-des-Monts",Quebec / Québec,24,Sainte-Anne-des-Monts,2404037,Gaspésie--Îles-de-la-Madeleine,2410,,,Commercial/Leisure,N/A,"https://www.marinasadm.com/
https://shipnext.com/port/sainte-anne-des-monts-can",-66.48813889,49.13311111,,Internal Transport Canada Research
2400022,Havre-Aubert,Quebec / Québec,24,Les Îles-de-la-Madeleine,2401023,Gaspésie--Îles-de-la-Madeleine,2410,,,,,,-61.84123968,47.23582005,,Appendix B of 1995 National Marine Policy Report
2400023,Havre-aux-Maisons,Quebec / Québec,24,Les Îles-de-la-Madeleine,2401023,Gaspésie--Îles-de-la-Madeleine,2410,,,,,,-61.79003116,47.3896591,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
2400024,Havre-Saint-Pierre ,Quebec / Québec,24,Havre-Saint-Pierre,2498040,Côte-Nord,2480,,,Commercial/Leisure,"Fish, iron, titanium","https://www.porthsp.ca/
https://shipnext.com/port/havre-st-pierre-cahsp-can",-63.60394444,50.23608333,,Internal Transport Canada Research
2400025,Hull,Quebec / Québec,24,Gatineau,2481017,Outaouais,2460,Ottawa - Gatineau (partie du Québec / Quebec part),505,Leisure,N/A,https://www.marinadehull.ca/accueil_an.htm,-75.70591667,45.43197222,,Internal Transport Canada Research
2400026,Ile-aux-Coudres,Quebec / Québec,24,Rivière-Ouelle,2414065,Bas-Saint-Laurent,2415,,,,,,-70.05113889,47.42244444,,Appendix B of 1995 National Marine Policy Report
2400027,Ile-aux-Grules,Quebec / Québec,24,Sainte-Perpétue,2417030,Chaudière-Appalaches,2425,,,,,,-70.01747222,47.05513889,,Appendix B of 1995 National Marine Policy Report
2400028,Iles-de-la-Madeleine,Quebec / Québec,24,Les Îles-de-la-Madeleine,2401023,Gaspésie--Îles-de-la-Madeleine,2410,,,Commercial/Leisure,N/A,http://www.cruisesaintlawrence.com/EN/stopovers/cruiselines/factsheet/11/Iles-de-la-Madeleine.aspx,-61.85677778,47.37677778,,Internal Transport Canada Research
2400029,Kegasaka,Quebec / Québec,24,Côte-Nord-du-Golfe-du-Saint-Laurent,2498015,Côte-Nord,2480,,,,,,-61.26396876,50.18425765,,Appendix C of 1995 National Marine Policy Report
2400030,Kegaska,Quebec / Québec,24,Côte-Nord-du-Golfe-du-Saint-Laurent,2498015,Côte-Nord,2480,,,,,,-61.26390975,50.18419582,Remote Port as per Appendix C of 1995 National Marine Policy Report,Appendix C of 1995 National Marine Policy Report
2400031,La Tabatiere,Quebec / Québec,24,Gros-Mécatina,2498014,Côte-Nord,2480,,,,,,-58.97371067,50.83823143,,Appendix C of 1995 National Marine Policy Report
